,,year,rnd,ovl,phase,player name,draft team,pos,bonus,signed,hilvl,mlbyears,stat years,source,school,dr reg,pos,ht,wt,ba,th,Born,place
23,,2017,4,129,June-Reg,Kevin Smith,Toronto Blue Jays,ss,0.41,Yes,MLB,2021-2023,2015-2023,College,Maryland,MD,ss-3b,6-0,172,R,R,1996-07-04,"East Greenbush,NY"
24,,2017,4,130,June-Reg,James Marinan,Los Angeles Dodgers,p,0.82,Yes,A+,--,2017-2022,HS,"Park Vista Community (Lake Worth,FL)",FL,p,6-5,239,R,R,1998-10-10,"Boynton Beach,FL"
25,,2017,4,131,June-Reg,Jake Thompson,Boston Red Sox,p,0.35,Yes,AAA,--,2014-2023,College,Oregon State,OR,p,6-1,200,R,R,1994-09-22,"Florence,OR"
26,,2017,4,132,June-Reg,Ernie Clement,Cleveland Baseball Team,2b,0.35,Yes,MLB,2021-2023,2015-2023,College,Virginia,VA,3b-2b,6-0,160,R,R,1996-03-22,"Rochester,NY"
27,,2017,4,133,June-Reg,Cole Freeman,Washington Nationals,2b,0.15,Yes,AAA,--,2014-2022,College,LSU,LA,cf,5-9,175,R,R,1994-09-27,"Metairie,LA"
28,,2017,4,134,June-Reg,Ryan Dease,Texas Rangers,p,0.34,Yes,A,--,2017-2018,HS,"TNXL Academy (Longwood,Fl)",FL,p,6-3,175,R,R,1999-04-15,"Orlando,FL"
29,,2017,4,135,June-Reg,Erich Uelmen,Chicago Cubs,p,0.38,Yes,MLB,2022-2023,2015-2023,College,Cal Poly,CA,p,6-3,195,R,R,1996-05-19,"Las Vegas,NV"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,5,136,June-Reg,Andrew Bechtold,Minnesota Twins,3b,0.60,Yes,AAA,--,2015-2023,College,Chipola,FL,3b-1b,6-1,185,R,R,1996-04-18,"Chadds Ford,PA"
1,,2017,5,137,June-Reg,Mac Sceroler,Cincinnati Reds,p,0.30,Yes,MLB,2021-2021,2015-2023,College,SE Louisiana,LA,p,6-3,200,R,R,1995-04-09,"Denham Springs,LA"
2,,2017,5,138,June-Reg,Jonny Homza,San Diego Padres,3b,0.25,Yes,A+,--,2017-2022,HS,"South Anchorage (Anchorage,AK)",AK,c-3b,6-0,185,R,R,1999-06-13,"Anchorage,AK"
3,,2017,5,139,June-Reg,Josh Fleming,Tampa Bay Rays,p,0.27,Yes,MLB,2020-2023,2017-2023,College,Webster,MO,p,6-2,220,L,L,1996-05-18,"Bridgeton,MO"
4,,2017,5,140,June-Reg,Bruce Zimmermann,Atlanta Braves,p,0.01,Yes,MLB,2020-2023,2014-2023,College,Mount Olive,NC,p,6-2,215,L,L,1995-02-09,"Baltimore,MD"
5,,2017,5,141,June-Reg,Santis Sanchez,Oakland Athletics,c,0.45,Yes,A,--,2017-2019,HS,"Colegio Hector Urdaneta (Ceiba,PR)",PR,c,6-1,199,R,R,1998-08-21,"Caguas,PR"
6,,2017,5,142,June-Reg,Buddy Kennedy,Arizona Diamondbacks,3b,0.55,Yes,MLB,2022-2022,2017-2023,HS,"Millville (Millville,NJ)",NJ,3b-2b,6-1,190,R,R,1998-10-05,"Millville,NJ"
7,,2017,5,143,June-Reg,Ethan Lindow,Philadelphia Phillies,p,0.50,Yes,AA,--,2017-2023,HS,"Locust Grove (Locust Grove,OK)",OK,p,6-3,180,R,L,1998-10-15,"Locust Grove,GA"
8,,2017,5,144,June-Reg,Nick Egnatuk,Milwaukee Brewers,3b,0.50,Yes,Rk,--,2017-2019,HS,"Immaculata (Somerville,NJ)",NJ,3b,6-2,185,R,R,1998-12-21,"Ridgewood,NJ"
9,,2017,5,145,June-Reg,Joseph Booker,Los Angeles Angels,p,0.00,No,--,--,--,HS,"T.R. Miller (Brewton,AL)",AL,p,6-3,190,R,R,1998-09-11,"Brewton,AL"
10,,2017,5,146,June-Reg,Nick Kennedy,Colorado Rockies,p,0.34,Yes,AAA,--,2016-2023,College,Texas,TX,p,6-1,200,R,L,1996-06-20,"Tampa,FL"
11,,2017,5,147,June-Reg,Tyler Johnson,Chicago White Sox,p,0.39,Yes,AAA,--,2015-2022,College,South Carolina,SC,p,6-2,180,R,R,1995-08-21,"Midlothian,VA"
12,,2017,5,148,June-Reg,Deon Stafford,Pittsburgh Pirates,c,0.32,Yes,AA,--,2015-2022,College,Saint Joseph's,PA,c-lf,6-0,202,R,R,1996-03-17,"Marysville,PA"
13,,2017,5,149,June-Reg,Ryan Lillie,Miami Marlins,p,0.32,Yes,AAA,--,2015-2022,College,UC Riverside,CA,p,5-11,210,R,R,1996-05-01,"Murrieta,CA"
14,,2017,5,150,June-Reg,Charlie Neuweiler,Kansas City Royals,p,0.40,Yes,AAA,--,2017-2023,HS,"McClancy Memorial (Flushing,NY)",NY,p,6-1,205,R,R,1999-02-08,"Queens,NY"
15,,2017,5,151,June-Reg,Nathan Perry,Houston Astros,c,0.23,Yes,A,--,2017-2022,HS,"Bassett (Bassett,VA)",VA,1b-c,6-2,207,L,R,1999-07-07,"Spencer,VA"
16,,2017,5,152,June-Reg,Glenn Otto,New York Yankees,p,0.32,Yes,MLB,2021-2022,2015-2022,College,Rice,TX,p,6-4,225,R,R,1996-03-11,"Houston,TX"
17,,2017,5,153,June-Reg,David Banuelos,Seattle Mariners,c,0.30,Yes,AAA,--,2015-2023,College,Long Beach State,CA,c,6-0,205,R,R,1996-10-01,"Ontario,CA"
18,,2017,5,154,June-Reg,Zach Kirtley,St. Louis Cardinals,2b,0.32,Yes,AAA,--,2015-2022,College,St. Mary's (CA),CA,2b,6-1,190,R,R,1996-10-01,"Highland,CA"
19,,2017,5,155,June-Reg,Sam McMillan,Detroit Tigers,c,1.00,Yes,A,--,2017-2021,HS,"Suwannee (Live Oak,FL)",FL,c,5-10,193,R,R,1998-12-01,"Gainesville,FL"
20,,2017,5,156,June-Reg,Jason Bahr,San Francisco Giants,p,0.25,Yes,AAA,--,2015-2022,College,Central Florida,FL,p,6-5,200,R,R,1995-02-15,"Orlando,FL"
21,,2017,5,157,June-Reg,Matt Winaker,New York Mets,of,0.28,Yes,AAA,--,2015-2022,College,Stanford,CA,1b-rf,6-1,195,L,L,1995-11-29,"Alamo,CA"
22,,2017,5,158,June-Reg,Lamar Sparks,Baltimore Orioles,cf,0.30,Yes,AA,--,2017-2023,HS,"Seven Lakes (Katy,TX)",TX,lf-rf,6-1,170,R,R,1998-09-26,"Beaumont,TX"
23,,2017,5,159,June-Reg,Cullen Large,Toronto Blue Jays,2b,0.30,Yes,AAA,--,2015-2022,College,William and Mary,VA,rf-2b,6-0,175,B,R,1996-01-22,"Chesterfield,VA"
24,,2017,5,160,June-Reg,Riley Ottesen,Los Angeles Dodgers,p,0.20,Yes,A,--,2016-2022,College,Utah,UT,p,6-1,185,R,R,1994-10-30,"Highland,UT"
25,,2017,5,161,June-Reg,Alex Scherff,Boston Red Sox,p,0.70,Yes,AA,--,2018-2023,HS,"Heritage (Colleyville,TX)",TX,p,6-3,205,B,R,1998-02-05,"Colleyville,TX"
26,,2017,5,162,June-Reg,Austen Wade,Cleveland Baseball Team,cf,0.29,Yes,AA,--,2015-2021,College,Texas Christian,TX,rf-cf,6-1,185,L,L,1996-02-17,"Midland,TX"
27,,2017,5,163,June-Reg,Brigham Hill,Washington Nationals,p,0.29,Yes,A,--,2015-2018,College,Texas A&M,TX,p,6-0,175,R,R,1995-07-08,"Nacogdoches,TX"
28,,2017,5,164,June-Reg,Jake Latz,Texas Rangers,p,0.39,Yes,MLB,2021-2021,2016-2023,College,Kent State,OH,p,6-2,198,R,L,1996-04-08,"Lemont,IL"
29,,2017,5,165,June-Reg,Nelson Velazquez,Chicago Cubs,of,0.40,Yes,MLB,2022-2023,2017-2023,HS,"PJ Education School (Carolina,PR)",PR,cf-rf,6-0,190,R,R,1998-12-26,"Carolina,PR"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,6,166,June-Reg,Ricky De La Torre,Minnesota Twins,ss,0.55,Yes,A,--,2017-2019,HS,"Puerto Rico Baseball Academy (Gurabo,PR)",PR,ss,6-2,204,R,R,1999-07-21,"Juana Diaz,PR"
1,,2017,6,167,June-Reg,Tyler Buffett,Cincinnati Reds,p,0.07,Yes,A,--,2014-2018,College,Oklahoma State,OK,p,6-1,196,R,R,1995-05-22,"Albuquerque,NM"
2,,2017,6,168,June-Reg,Aaron Leasher,San Diego Padres,p,0.24,Yes,AAA,--,2015-2023,College,Morehead State,KY,p,6-3,190,L,L,1996-04-28,"Mount Pleasant,MI"
3,,2017,6,169,June-Reg,Zach Rutherford,Tampa Bay Rays,ss,0.26,Yes,A+,--,2015-2019,College,Old Dominion,VA,ss,6-2,180,R,R,1996-03-13,"Chesapeake,VA"
4,,2017,6,170,June-Reg,Jordan Rodgers,Atlanta Braves,3b,0.01,Yes,A+,--,2014-2019,College,Tennessee,TN,if,6-1,185,R,R,1995-05-09,"Memphis,TN"
5,,2017,6,171,June-Reg,Logan Salow,Oakland Athletics,p,0.10,Yes,AAA,--,2014-2022,College,Kentucky,KY,p,6-1,180,L,L,1994-09-27,"Ashland,KY"
6,,2017,6,172,June-Reg,Brian Shaffer,Arizona Diamondbacks,p,0.23,Yes,AA,--,2015-2021,College,Maryland,MD,p,6-5,200,R,R,1996-08-12,"Pylesville,MD"
7,,2017,6,173,June-Reg,Dalton Guthrie,Philadelphia Phillies,ss,0.35,Yes,MLB,2022-2023,2015-2023,College,Florida,FL,cf-rf,5-11,160,R,R,1995-12-23,"Sarasota,FL"
8,,2017,6,174,June-Reg,Devin Hairston,Milwaukee Brewers,ss,0.21,Yes,AAA,--,2015-2022,College,Louisville,KY,ss-2b,5-7,157,R,R,1996-04-07,"Lexington,KY"
9,,2017,6,175,June-Reg,Jonah Todd,Los Angeles Angels,cf,0.21,Yes,A+,--,2016-2018,College,Auburn,AL,of,6-0,185,L,L,1995-09-18,"Birmingport,Al"
10,,2017,6,176,June-Reg,Chad Spanberger,Colorado Rockies,1b,0.26,Yes,AAA,--,2015-2021,College,Arkansas,AR,rf-1b,6-3,235,L,R,1995-11-01,"Granite City,IL"
11,,2017,6,177,June-Reg,Kade McClure,Chicago White Sox,p,0.33,Yes,AAA,--,2015-2023,College,Louisville,KY,p,6-7,235,R,R,1996-02-12,"Cleveland,OH"
12,,2017,6,178,June-Reg,Cody Bolton,Pittsburgh Pirates,p,0.30,Yes,MLB,2023-2023,2017-2023,HS,"Tracy (Tracy,CA)",CA,p,6-3,230,R,R,1998-06-19,"Richmond,VA"
13,,2017,6,179,June-Reg,Taylor Braley,Miami Marlins,p,0.25,Yes,A+,--,2015-2019,College,Southern Miss,MS,if-p,5-11,252,R,R,1996-01-13,"Hattiesburg,MS"
14,,2017,6,180,June-Reg,Tyler Zuber,Kansas City Royals,p,0.00,Yes,MLB,2020-2021,2014-2023,College,Arkansas State,AR,p,5-11,175,R,R,1995-06-16,"White Hall,AR"
15,,2017,6,181,June-Reg,Jake Adams,Houston Astros,1b,0.21,Yes,AA,--,2015-2021,College,Iowa,IA,3b-1b,6-2,250,R,R,1995-12-23,"Brandon,SD"
16,,2017,6,182,June-Reg,Dalton Lehnen,New York Yankees,p,0.25,Yes,A+,--,2015-2019,College,Augustana-SD,SD,p,6-2,195,L,L,1996-05-16,"Lakeville,MN"
17,,2017,6,183,June-Reg,Oliver Jaskie,Seattle Mariners,p,0.25,Yes,AA,--,2015-2019,College,Michigan,MI,p,6-3,210,L,L,1995-11-17,"Ada,MI"
18,,2017,6,184,June-Reg,Zach Jackson,St. Louis Cardinals,c,0.40,Yes,A+,--,2017-2019,HS,"Winter Haven (Winter Haven,FL)",FL,c,6-3,215,L,R,1998-05-24,"Winter Haven,FL"
19,,2017,6,185,June-Reg,Dane Myers,Detroit Tigers,p,0.24,Yes,AAA,--,2015-2023,College,Rice,TX,3b-rf,6-2,205,R,R,1996-03-08,"Columbus,TX"
20,,2017,6,186,June-Reg,Bryce Johnson,San Francisco Giants,cf,0.21,Yes,MLB,2022-2023,2015-2023,College,Sam Houston State,TX,cf-lf,6-2,180,R,R,1995-10-27,"Cypress,TX"
21,,2017,6,187,June-Reg,Marcel Renteria,New York Mets,p,0.13,Yes,AAA,--,2014-2023,College,New Mexico State,NM,p,5-11,185,R,R,1994-09-27,"Nogales,AZ"
22,,2017,6,188,June-Reg,Mason McCoy,Baltimore Orioles,ss,0.01,Yes,AAA,--,2014-2023,College,Iowa,IA,ss,5-11,185,R,R,1995-03-31,"Peoria,IL"
23,,2017,6,189,June-Reg,Brock Lundquist,Toronto Blue Jays,of,0.18,Yes,AA,--,2015-2021,College,Long Beach State,CA,lf-rf,5-11,190,L,R,1996-01-23,"Fountain Valley,CA"
24,,2017,6,190,June-Reg,Wills Montgomerie,Los Angeles Dodgers,p,0.20,Yes,A+,--,2015-2019,College,Connecticut,CT,p,6-3,225,R,R,1995-06-02,"Lakeville,CT"
25,,2017,6,191,June-Reg,Zach Schellenger,Boston Red Sox,p,0.18,Yes,AA,--,2015-2021,College,Seton Hall,NJ,p,6-5,210,R,R,1996-01-09,"Malvern,PA"
26,,2017,6,192,June-Reg,Mike Rivera,Cleveland Baseball Team,c,0.20,Yes,AAA,--,2015-2022,College,Florida,FL,c,5-9,191,R,R,1995-12-12,"Venice,FL"
27,,2017,6,193,June-Reg,Kyle Johnston,Washington Nationals,p,0.23,Yes,AAA,--,2015-2023,College,Texas,TX,p,6-0,202,R,R,1996-07-17,"Flower Mound,TX"
28,,2017,6,194,June-Reg,Noah Bremer,Texas Rangers,p,0.15,Yes,AA,--,2015-2021,College,Washington,WA,p,6-4,168,R,R,1996-05-13,"Berkeley,CA"
29,,2017,6,195,June-Reg,Jeremiah Estrada,Chicago Cubs,p,1.00,Yes,MLB,2022-2023,2017-2023,HS,"Palm Desert (Palm Desert,CA)",CA,p,6-1,185,B,R,1998-11-01,"Indio,CA"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,7,196,June-Reg,Ryley Widell,Minnesota Twins,p,0.40,Yes,A+,--,2016-2022,College,Central Arizona College,AZ,p,6-3,236,L,L,1997-06-01,"Makawao,HI"
1,,2017,7,197,June-Reg,Mark Kolozsvary,Cincinnati Reds,c,0.15,Yes,MLB,2022-2022,2015-2023,College,Florida,FL,c,5-9,190,R,R,1995-09-04,"Tavares,FL"
2,,2017,7,198,June-Reg,Nick Margevicius,San Diego Padres,p,0.16,Yes,MLB,2019-2021,2015-2023,College,Rider,NJ,p,6-5,220,L,L,1996-06-18,"North Royalton,OH"
3,,2017,7,199,June-Reg,Hunter Schryver,Tampa Bay Rays,p,0.02,Yes,AAA,--,2014-2022,College,Villanova,PA,p,6-1,205,L,L,1995-04-03,"Mechanicsburg,PA"
4,,2017,7,200,June-Reg,Landon Hughes,Atlanta Braves,p,0.00,Yes,A,--,2014-2017,College,Georgia Southern,GA,p,6-5,198,R,R,1994-09-20,"Marietta,GA"
5,,2017,7,201,June-Reg,Parker Dunshee,Oakland Athletics,p,0.03,Yes,AAA,--,2014-2023,College,Wake Forest,NC,p,6-0,215,R,R,1995-02-12,"Zionsville,IN"
6,,2017,7,202,June-Reg,Jose Caballero,Arizona Diamondbacks,ss,0.18,Yes,MLB,2023-2023,2016-2023,College,Chipola,FL,ss,5-10,185,R,R,1996-08-30,"Panama City,PN"
7,,2017,7,203,June-Reg,Nick Maton,Philadelphia Phillies,ss,0.35,Yes,MLB,2021-2023,2016-2023,College,Lincoln Land CC,IL,ss-2b,6-2,165,L,R,1997-02-18,"Chatham,IL"
8,,2017,7,204,June-Reg,Bowden Francis,Milwaukee Brewers,p,0.24,Yes,MLB,2022-2022,2016-2023,College,Chipola,FL,p,6-5,220,R,R,1996-04-22,"Tallahassee,FL"
9,,2017,7,205,June-Reg,Denny Brady,Los Angeles Angels,p,0.20,Yes,AA,--,2016-2021,College,Mercer County CC,NJ,p,6-1,200,R,R,1997-01-18,"Vineland,NJ"
10,,2017,7,206,June-Reg,Lucas Gilbreath,Colorado Rockies,p,0.20,Yes,MLB,2021-2022,2015-2022,College,Minnesota,MN,p,6-1,185,L,L,1996-03-05,"Westminster,CO"
11,,2017,7,207,June-Reg,Evan Skoug,Chicago White Sox,c,0.30,Yes,AAA,--,2015-2023,College,Texas Christian,TX,c,5-11,200,L,R,1995-10-21,"Libertyville,IL"
12,,2017,7,208,June-Reg,Jared Oliva,Pittsburgh Pirates,cf,0.20,Yes,MLB,2020-2021,2015-2023,College,Arizona,AZ,cf-rf,6-1,200,R,R,1995-11-27,"Santa Clarita,CA"
13,,2017,7,209,June-Reg,Sean Guenther,Miami Marlins,p,0.20,Yes,MLB,2021-2021,2015-2023,College,Notre Dame,IN,p,5-11,194,L,L,1995-12-29,"Atlanta,GA"
14,,2017,7,210,June-Reg,Brewer Hicklen,Kansas City Royals,of,0.34,Yes,MLB,2022-2022,2016-2023,College,Alabama-Birmingham,AL,rf-lf,6-2,194,R,R,1996-02-09,"Huntsville,AL"
15,,2017,7,211,June-Reg,Parker Mushinski,Houston Astros,p,0.20,Yes,MLB,2022-2023,2015-2023,College,Texas Tech,TX,p,6-0,220,L,L,1995-11-22,"Arlington,TX"
16,,2017,7,212,June-Reg,Dalton Higgins,New York Yankees,p,0.23,Yes,A,--,2015-2019,College,Dallas Baptist,TX,p,6-1,182,R,R,1995-08-08,"Fort Worth,TX"
17,,2017,7,213,June-Reg,Max Roberts,Seattle Mariners,p,0.19,Yes,AAA,--,2017-2023,College,Wabash Valley College,IL,p,6-6,190,R,L,1997-07-23,"Valparaiso,IN"
18,,2017,7,214,June-Reg,Chase Pinder,St. Louis Cardinals,cf,0.30,Yes,AAA,--,2015-2023,College,Clemson,SC,cf-rf,5-10,175,R,R,1996-03-16,"Poquoson,VA"
19,,2017,7,215,June-Reg,Brad Bass,Detroit Tigers,p,0.19,Yes,AAA,--,2015-2021,College,Notre Dame,IN,p,6-6,245,R,R,1996-02-15,"Chicago,IL"
20,,2017,7,216,June-Reg,Logan Harasta,San Francisco Giants,p,0.14,Yes,A-,--,2015-2019,College,University at Buffalo,NY,p,6-6,235,R,R,1996-08-29,"Webster,NY"
21,,2017,7,217,June-Reg,Conner O'Neil,New York Mets,p,0.01,Yes,A+,--,2014-2021,College,CSUN,CA,p,6-2,190,R,R,1994-09-25,"Kennewick,WA"
22,,2017,7,218,June-Reg,Ben Breazeale,Baltimore Orioles,c,0.01,Yes,A+,--,2014-2019,College,Wake Forest,NC,c,6-0,210,L,R,1994-10-21,"louisville,TN"
23,,2017,7,219,June-Reg,Colton Laws,Toronto Blue Jays,p,0.18,Yes,A+,--,2016-2022,College,UNC Charlotte,NC,p,6-7,230,R,R,1995-11-20,"Faith,NC"
24,,2017,7,220,June-Reg,Zach Pop,Los Angeles Dodgers,p,0.15,Yes,MLB,2021-2023,2015-2023,College,Kentucky,KY,p,6-4,220,R,R,1996-09-20,"Brampton,ON"
25,,2017,7,221,June-Reg,Tyler Esplin,Boston Red Sox,of,0.25,Yes,AA,--,2017-2023,HS,"IMG Academy (Bradenton,FL)",FL,rf-lf,6-3,230,L,R,1999-07-06,"Lake Forest,IL"
26,,2017,7,222,June-Reg,Kirk McCarty,Cleveland Baseball Team,p,0.25,Yes,MLB,2022-2022,2015-2022,College,Southern Miss,MS,p,5-10,185,L,L,1995-10-12,"Hattiesburg,MS"
27,,2017,7,223,June-Reg,Jackson Tetreault,Washington Nationals,p,0.30,Yes,MLB,2022-2022,2016-2023,College,St Col of FL,FL,p,6-5,189,R,R,1996-06-03,"Ruskin,FL"
28,,2017,7,224,June-Reg,Joel Urena,Texas Rangers,p,0.15,Yes,Rk,--,2017-2021,College,Monroe CC,NY,p,6-5,235,L,L,1999-08-17,"New York,NY"
29,,2017,7,225,June-Reg,Tyler Thomas,Chicago Cubs,p,0.18,Yes,AAA,--,2015-2022,College,Fresno State,CA,p,6-1,175,R,L,1995-12-22,"San Diego,CA"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,8,226,June-Reg,Bryan Sammons,Minnesota Twins,p,0.01,Yes,AAA,--,2014-2022,College,Western Carolina,NC,p,6-4,235,L,L,1995-04-27,"Wilmington,NC"
1,,2017,8,227,June-Reg,Connor Ryan,Cincinnati Reds,p,0.01,Yes,A,--,2015-2018,College,Illinois-Chicago,IL,p,6-1,175,R,R,1994-11-20,"Homer Glen,IL"
2,,2017,8,228,June-Reg,Olivier Basabe,San Diego Padres,ss,0.06,Yes,AA,--,2015-2022,College,Faulkner,AL,3b-1b,5-11,195,R,R,1997-07-15,"Maracaibo,VZ"
3,,2017,8,229,June-Reg,Riley O'Brien,Tampa Bay Rays,p,0.01,Yes,MLB,2021-2022,2014-2023,College,Col of Idaho,ID,p,6-4,180,R,R,1995-02-06,"Seattle,WA"
4,,2017,8,230,June-Reg,John Curtis,Atlanta Braves,p,0.01,Yes,A,--,2014-2018,College,Lenoir-Rhyne,NC,p,6-2,180,L,L,1995-10-15,"Lenoir,NC"
5,,2017,8,231,June-Reg,Brian Howard,Oakland Athletics,p,0.04,Yes,AAA,--,2014-2023,College,Texas Christian,TX,p,6-9,205,R,R,1995-04-25,"St. Louis,MO"
6,,2017,8,232,June-Reg,Tim Susnara,Arizona Diamondbacks,c,0.15,Yes,AA,--,2015-2023,College,Oregon,OR,c,6-0,185,L,R,1996-04-17,"Redwood City,CA"
7,,2017,8,233,June-Reg,Jhordany Mezquita,Philadelphia Phillies,p,0.05,Yes,AA,--,2017-2022,HS,- (),--,p,6-1,185,L,L,1998-01-30,"Santiago,DR"
8,,2017,8,234,June-Reg,Jayson Rose,Milwaukee Brewers,p,0.16,Yes,Rk,--,2015-2018,College,Utah,UT,p,5-11,175,R,R,1996-02-20,"Alpine,CA"
9,,2017,8,235,June-Reg,Connor Riley,Los Angeles Angels,p,0.01,Yes,A+,--,2014-2018,College,USC Aiken,SC,p,6-0,185,R,R,1995-05-07,"Aurora,IL"
10,,2017,8,236,June-Reg,Bret Boswell,Colorado Rockies,2b,0.16,Yes,AAA,--,2015-2023,College,Texas,TX,if,5-11,170,L,R,1994-10-04,"Rockwall,TX"
11,,2017,8,237,June-Reg,Sam Abbott,Chicago White Sox,1b,0.20,Yes,A,--,2017-2022,HS,"Curtis (University Place,WA)",WA,1b,6-4,225,L,R,1999-04-09,"Kuwait City,KW"
12,,2017,8,238,June-Reg,Blake Weiman,Pittsburgh Pirates,p,0.15,Yes,AAA,--,2015-2023,College,Kansas,KS,p,6-4,185,R,L,1995-11-05,"Wheat Ridge,CO"
13,,2017,8,239,June-Reg,Jared Barnes,Miami Marlins,c,0.16,Yes,A,--,2015-2018,College,South Alabama,AL,c,5-11,185,R,R,1995-11-21,"Tallahassee,FL"
14,,2017,8,240,June-Reg,Holden Capps,Kansas City Royals,p,0.00,Yes,AA,--,2016-2022,College,Central Oklahoma,OK,p,6-2,180,R,L,1995-03-24,"Lawton,OK"
15,,2017,8,241,June-Reg,Corey Julks,Houston Astros,cf,0.14,Yes,MLB,2023-2023,2015-2023,College,Houston,TX,3b-rf,5-10,180,R,R,1996-02-27,"Friendswood,TX"
16,,2017,8,242,June-Reg,Kyle Zurak,New York Yankees,p,0.01,Yes,AA,--,2014-2022,College,Radford,VA,p,6-1,185,R,R,1994-11-28,"East Amherst,NY"
17,,2017,8,243,June-Reg,Billy Cooke,Seattle Mariners,cf,0.15,Yes,AAA,--,2015-2021,College,Coastal Carolina,SC,of-if,5-10,160,R,R,1995-09-26,"Maitland,FL"
18,,2017,8,244,June-Reg,Wilberto Rivera,St. Louis Cardinals,p,0.35,Yes,Rk,--,2017-2019,HS,"Carlos Beltran Baseball Academy (Florida,PR)",PR,p,6-3,207,R,R,1999-04-26,"Naranjito,PR"
19,,2017,8,245,June-Reg,Max Green,Detroit Tigers,p,0.02,Yes,AA,--,2015-2023,College,Pepperdine,CA,p,6-1,155,L,L,1996-05-28,"Rolling Hills Estate,CA"
20,,2017,8,246,June-Reg,John Gavin,San Francisco Giants,p,0.13,Yes,AA,--,2015-2022,College,Cal State Fullerton,CA,p,6-6,250,R,L,1995-10-10,"San Francisco,CA"
21,,2017,8,247,June-Reg,Trey Cobb,New York Mets,p,0.02,Yes,AAA,--,2014-2023,College,Oklahoma State,OK,p,6-1,190,R,R,1994-06-24,"Broken Arrow,OK"
22,,2017,8,248,June-Reg,Jimmy Murphy,Baltimore Orioles,p,0.01,Yes,A-,--,2013-2019,College,Fordham,NY,p,5-11,180,R,R,1994-10-14,"South Orange,NJ"
23,,2017,8,249,June-Reg,Kacy Clemens,Toronto Blue Jays,1b,0.05,Yes,AA,--,2014-2022,College,Texas,TX,p,6-2,200,L,R,1994-07-27,"Houston,TX"
24,,2017,8,250,June-Reg,Rylan Bannon,Los Angeles Dodgers,3b,0.12,Yes,MLB,2022-2023,2015-2023,College,Xavier,OH,3b,5-8,180,R,R,1996-04-22,"Joliet,IL"
25,,2017,8,251,June-Reg,Zach Sterry,Boston Red Sox,1b,0.01,Yes,A,--,2014-2018,College,Oakland,MI,if-of,5-11,210,L,R,1994-06-04,"Mansfield,OH"
26,,2017,8,252,June-Reg,Eli Morgan,Cleveland Baseball Team,p,0.14,Yes,MLB,2021-2023,2015-2023,College,Gonzaga,WA,p,5-10,190,R,R,1996-05-13,"Rancho Palos Verdes,CA"
27,,2017,8,253,June-Reg,Jared Brasher,Washington Nationals,p,0.01,Yes,A,--,2014-2019,College,Samford,AL,p,6-3,200,R,R,1995-01-03,"Pell City,AL"
28,,2017,8,254,June-Reg,Tyreque Reed,Texas Rangers,1b,0.14,Yes,AA,--,2017-2022,College,Itawamba CC,MS,1b-lf,6-1,250,R,R,1997-06-06,"Houlka,MS"
29,,2017,8,255,June-Reg,Austin Filiere,Chicago Cubs,3b,0.15,Yes,A,--,2016-2018,College,MIT,MA,3b,6-1,190,R,R,1995-09-01,"Chandler,AZ"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,9,256,June-Reg,Mark Contreras,Minnesota Twins,of,0.01,Yes,MLB,2022-2022,2014-2023,College,UC Riverside,CA,cf-rf,6-0,183,L,R,1995-01-24,"Moreno Valley,CA"
1,,2017,9,257,June-Reg,Packy Naughton,Cincinnati Reds,p,0.14,Yes,MLB,2021-2023,2015-2023,College,Virginia Tech,VA,p,6-2,195,R,L,1996-04-16,"Boston,MA"
2,,2017,9,258,June-Reg,Alex Cunningham,San Diego Padres,p,0.01,Yes,A+,--,2013-2017,College,Coastal Carolina,SC,p,6-1,180,R,R,1994-06-21,"Duncan,SC"
3,,2017,9,259,June-Reg,Andrew Gist,Tampa Bay Rays,p,0.08,Yes,A,--,2014-2019,College,Georgia,GA,p,5-10,192,R,L,1995-03-28,"Cumming,GA"
4,,2017,9,260,June-Reg,Riley Delgado,Atlanta Braves,ss,0.00,Yes,AA,--,2014-2022,College,Middle Tenn State,TN,3b-ss,5-10,175,R,R,1995-02-22,"Miami,FL"
5,,2017,9,261,June-Reg,Jared Poche',Oakland Athletics,p,0.04,Yes,A+,--,2014-2019,College,LSU,LA,p,6-1,204,R,L,1994-11-21,"New Orleans,LA"
6,,2017,9,262,June-Reg,Camden Duzenack,Arizona Diamondbacks,ss,0.01,Yes,AAA,--,2014-2023,College,Dallas Baptist,TX,2b-ss,5-8,155,R,R,1995-03-08,"Melissa,TX"
7,,2017,9,263,June-Reg,Jack Zoellner,Philadelphia Phillies,3b,0.01,Yes,A-,--,2014-2019,College,New Mexico,NM,1b,6-2,205,L,R,1994-10-29,"Mesa,AZ"
8,,2017,9,264,June-Reg,Dallas Carroll,Milwaukee Brewers,3b,0.01,Yes,A+,--,2013-2019,College,Utah,UT,if,6-0,195,R,R,1994-05-18,"Salt Lake City,UT"
